"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111122269" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122270" 1 1 1 0 0 3 0 0 1 0 1 0 4 1 1 0 1 2 0 1 1 0 1 2
"LOC111122271" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122272" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122273" 9 5 8 6 9 4 8 14 4 6 4 9 9 11 6 7 2 12 18 5 9 6 4 19
"LOC111122274" 1 0 2 0 3 2 0 0 0 0 1 2 2 0 0 0 0 1 1 0 0 2 0 0
"LOC111122275" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122276" 1 0 1 2 1 0 5 0 2 1 0 2 1 0 7 2 0 1 0 4 2 0 0 2
"LOC111122277" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122278" 0 1 0 0 0 0 1 1 1 0 2 1 0 1 0 0 1 0 0 0 0 0 0 1
"LOC111122279" 0 1 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122280" 0 0 0 0 0 0 0 6 0 2 0 3 2 0 0 0 0 2 0 0 1 0 1 1
"LOC111122281" 4 3 2 1 1 1 1 2 0 1 4 3 1 0 1 2 0 3 1 1 0 1 0 3
"LOC111122282" 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122283" 3 1 2 1 1 0 0 4 2 2 1 0 1 2 0 0 1 2 0 1 1 0 0 0
"LOC111122284" 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122285" 3 0 0 1 1 11 0 3 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0
"LOC111122286" 0 1 1 1 2 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"LOC111122287" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122288" 1 5 6 4 2 2 0 0 4 5 2 7 6 8 1 3 2 3 2 0 1 4 1 9
"LOC111122289" 1 0 7 1 4 2 0 0 2 2 2 0 3 0 2 1 3 3 1 1 0 2 2 1
"LOC111122290" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122291" 0 1 1 2 3 0 0 0 0 0 1 0 1 0 2 3 0 3 0 0 2 3 2 1
"LOC111122292" 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 0 2 0 0 0 0 0
"LOC111122293" 4 1 1 1 5 12 6 9 4 9 3 6 6 5 8 2 3 5 5 8 7 5 11 15
"LOC111122294" 2 0 7 1 1 3 1 3 5 7 4 0 0 2 2 0 1 2 0 3 0 1 1 0
"LOC111122295" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122296" 5 5 9 7 9 5 3 6 5 3 7 8 6 9 7 7 6 16 1 4 5 8 3 11
"LOC111122297" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"LOC111122298" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 1 0 0
"LOC111122299" 0 0 0 1 4 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122300" 1 0 0 1 5 2 0 3 3 2 2 1 2 2 1 0 1 1 1 0 1 3 3 4
"LOC111122301" 0 0 1 1 0 2 3 1 0 0 0 1 1 0 1 0 0 0 0 0 4 0 1 0
"LOC111122302" 0 0 0 0 0 0 1 0 1 0 0 0 2 2 0 0 0 1 0 0 0 0 0 0
"LOC111122303" 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122304" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"LOC111122305" 3 0 1 1 1 5 1 0 1 4 3 8 2 2 12 0 5 2 0 3 3 1 2 1
"LOC111122306" 0 0 0 0 1 0 0 0 1 0 2 0 2 0 0 0 0 1 3 0 0 0 0 0
"LOC111122307" 1 0 0 1 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111122308" 48 64 65 39 41 38 40 30 41 45 60 42 40 49 32 54 53 65 47 35 30 42 60 66
"LOC111122309" 15 6 5 7 21 9 16 4 9 6 22 6 23 7 15 3 12 22 10 8 11 12 4 20
"LOC111122310" 0 10 1 8 2 3 2 0 7 2 1 2 1 4 3 4 4 0 2 8 1 0 11 2
"LOC111122311" 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 1 0 0
"LOC111122312" 6 7 0 0 10 13 3 0 11 5 0 11 9 0 0 12 1 7 0 18 6 21 0 0
"LOC111122313" 4 9 4 8 5 4 10 4 9 4 9 6 7 2 9 9 4 11 2 2 4 7 7 6
"LOC111122314" 0 0 2 0 1 0 0 0 0 0 1 0 2 1 0 0 0 0 1 0 0 1 0 0
"LOC111122315" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0
"LOC111122316" 88 79 162 106 167 164 132 86 136 111 123 135 203 102 96 96 95 198 101 118 100 135 89 164
"LOC111122317" 13 2 5 3 2 1 0 6 18 6 14 2 1 0 6 0 0 8 0 2 2 2 7 1
"LOC111122318" 1 3 7 2 8 5 2 0 7 7 8 8 1 6 4 4 2 7 2 6 3 5 3 4
"LOC111122319" 0 0 0 0 1 2 0 0 1 0 0 0 1 1 0 1 2 0 0 0 0 1 0 3
"LOC111122320" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122321" 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122322" 0 0 0 0 0 0 0 0 1 1 0 3 0 0 0 2 0 0 0 3 0 0 1 0
"LOC111122323" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0
"LOC111122324" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0
"LOC111122325" 3 9 7 1 6 2 9 8 8 14 5 9 0 4 7 4 15 14 3 4 21 12 0 7
"LOC111122326" 29 19 16 60 29 41 5 21 15 10 12 9 12 6 6 0 14 8 15 3 1 9 2 2
"LOC111122327" 0 0 0 5 3 1 0 2 0 0 0 0 0 1 4 0 0 0 2 1 4 0 1 3
"LOC111122328" 0 0 0 0 1 1 1 0 0 0 1 0 2 2 9 16 0 1 0 5 9 0 0 1
"LOC111122329" 3 7 7 4 5 5 5 6 4 2 2 3 3 0 6 6 4 9 5 2 8 7 5 4
"LOC111122330" 0 2 1 0 0 0 0 0 0 0 1 4 0 0 0 4 0 0 1 0 0 0 4 4
"LOC111122331" 0 0 1 0 6 0 0 2 0 2 1 0 0 0 1 6 0 2 1 0 3 1 1 0
"LOC111122332" 0 4 1 7 1 0 5 7 3 0 7 2 0 0 0 0 3 2 0 8 0 0 0 0
"LOC111122333" 0 1 2 1 2 3 2 3 0 0 3 3 2 28 3 3 0 0 0 1 0 3 3 1
"LOC111122334" 1 1 11 4 2 3 6 0 3 1 5 3 2 0 0 4 1 5 5 5 3 2 1 9
"LOC111122335" 13 10 17 8 5 11 6 5 3 3 20 7 5 7 3 14 8 15 15 4 9 5 13 12
"LOC111122336" 0 2 1 0 0 0 0 1 0 0 2 10 2 0 1 0 4 0 1 0 0 0 0 0
"LOC111122337" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111122338" 0 1 0 0 0 0 3 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 4 0
"LOC111122339" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122340" 3 2 4 0 0 2 0 0 0 2 0 2 2 0 3 1 1 6 1 2 1 5 1 0
"LOC111122341" 4 1 22 4 22 8 2 11 21 0 7 2 8 3 3 3 2 6 2 1 8 2 1 5
"LOC111122342" 1 1 3 3 0 2 0 1 1 1 1 0 2 1 0 1 0 0 4 0 0 3 2 1
"LOC111122343" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122344" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122345" 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"LOC111122346" 3 1 0 2 3 0 0 2 1 0 0 12 2 0 2 1 0 0 0 2 0 0 0 1
"LOC111122347" 0 0 1 0 0 0 0 1 0 0 0 0 1 0 2 1 2 0 0 1 1 0 0 1
"LOC111122348" 1 9 0 1 3 1 1 0 2 2 2 1 0 2 1 2 0 1 2 0 2 9 1 3
"LOC111122349" 0 2 1 0 1 2 0 0 7 5 2 0 0 1 15 0 7 1 0 1 5 4 0 0
"LOC111122350" 1 16 20 15 12 6 8 3 14 3 7 8 13 13 14 14 2 4 4 12 4 4 1 14
"LOC111122351" 16 23 16 28 20 16 13 10 32 15 23 9 13 11 24 10 14 10 14 9 10 9 6 14
"LOC111122352" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122353" 4 0 1 1 3 1 0 0 2 2 2 1 1 6 4 1 0 0 1 2 1 1 2 2
"LOC111122354" 2 6 2 3 4 0 0 0 6 2 0 0 3 6 3 4 0 10 1 2 8 4 0 1
"LOC111122355" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122356" 2 1 16 6 6 0 0 1 0 0 2 0 0 1 1 1 2 1 5 26 4 3 1 4
"LOC111122357" 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"LOC111122358" 15 2 7 19 13 18 1 10 15 4 7 2 4 1 2 1 8 6 9 15 1 11 1 6
"LOC111122359" 1 0 0 0 5 0 0 0 0 0 10 0 0 5 0 9 0 1 2 0 2 2 0 10
"LOC111122360" 2 0 0 0 3 0 0 4 0 0 1 1 1 1 0 0 2 1 3 0 1 0 0 3
"LOC111122361" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
"LOC111122362" 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111122363" 8 0 2 1 3 1 1 1 1 0 12 5 3 0 0 3 6 10 0 5 1 5 6 1
"LOC111122364" 11 8 2 1 20 1 7 7 3 3 2 4 4 10 6 7 3 18 16 5 15 10 3 7
"LOC111122365" 5 3 2 7 3 3 1 1 1 5 4 0 0 4 2 2 2 2 3 3 6 4 8 3
"LOC111122366" 3 2 3 0 0 3 3 3 2 2 2 0 4 3 1 3 1 10 0 2 2 4 0 4
"LOC111122367" 0 0 5 0 0 0 0 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1
"LOC111122368" 0 1 0 12 0 1 0 0 1 1 1 2 2 0 1 1 0 1 0 1 0 3 0 0
"LOC111122369" 1 2 2 2 0 0 0 0 0 1 0 1 2 0 1 1 0 3 0 4 0 1 3 5
"LOC111122370" 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1
"LOC111122371" 4 5 9 9 6 3 2 9 6 6 1 2 10 2 2 2 3 10 0 2 8 1 18 5
"LOC111122372" 1 0 2 1 0 0 0 0 0 0 0 2 0 0 2 0 0 4 0 1 0 0 0 0
"LOC111122373" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"LOC111122374" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 1 0 1 1 0
"LOC111122375" 0 0 1 4 1 1 2 4 0 0 2 1 1 1 0 0 1 1 2 3 2 2 3 3
"LOC111122376" 3 2 4 4 1 2 3 4 2 4 1 5 1 4 1 1 1 1 5 0 2 4 0 3
"LOC111122377" 16 16 24 11 34 19 26 32 19 11 22 27 25 26 15 11 9 26 15 15 8 11 20 27
"LOC111122378" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"LOC111122379" 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122380" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122381" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122382" 1 5 7 3 4 2 1 0 2 3 3 1 3 2 1 0 0 5 0 2 4 5 2 25
"LOC111122383" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122384" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1
"LOC111122385" 1 3 0 0 4 0 0 2 2 4 2 0 1 2 0 1 0 11 2 0 2 3 3 6
"LOC111122386" 5 17 17 14 7 44 0 16 3 6 17 2 31 21 12 15 11 10 3 3 7 3 30 7
"LOC111122387" 1 1 0 0 2 3 1 2 3 0 2 2 0 2 3 1 2 4 0 0 3 1 4 0
"LOC111122388" 2 13 6 43 13 14 39 7 44 9 6 15 19 21 4 23 80 38 67 11 13 7 32 16
"LOC111122389" 1 0 2 2 8 0 5 1 5 8 2 2 2 6 4 4 3 6 3 0 2 6 3 8
"LOC111122390" 1 0 0 0 2 0 0 0 1 1 1 1 4 0 0 2 2 2 2 0 1 2 3 2
"LOC111122391" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111122392" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122393" 3 1 5 3 3 2 2 2 3 1 3 0 1 4 1 2 3 0 0 4 0 1 1 2
"LOC111122394" 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 2
"LOC111122395" 0 0 0 0 0 0 0 0 0 1 4 0 1 1 0 0 1 0 0 0 0 0 2 0
"LOC111122396" 1 1 0 0 3 0 1 0 3 3 1 1 0 1 1 3 0 1 0 3 0 2 0 1
"LOC111122397" 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0
"LOC111122398" 0 6 4 4 6 1 1 5 3 3 10 5 6 2 1 4 6 7 3 3 5 8 5 5
"LOC111122399" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122400" 53 37 67 45 42 40 43 51 26 43 49 38 47 42 44 28 31 48 47 40 46 36 41 46
"LOC111122401" 10 8 4 24 15 20 8 4 4 10 12 4 6 12 5 6 9 13 17 12 4 6 9 6
"LOC111122402" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122403" 0 0 0 1 1 1 0 0 0 0 1 1 1 3 0 0 0 1 0 0 0 0 0 1
"LOC111122404" 0 0 0 1 1 0 0 0 2 2 1 2 0 0 0 0 2 0 0 0 1 3 0 2
"LOC111122405" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122406" 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 6 0 0 0 2 0 1 0
"LOC111122407" 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0
"LOC111122408" 0 0 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 0
"LOC111122409" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"LOC111122410" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122411" 0 2 1 1 1 0 0 0 0 1 0 0 0 1 1 0 2 1 0 0 1 1 0 1
"LOC111122412" 1 4 4 2 6 4 5 4 0 6 7 3 9 3 4 4 2 4 5 11 2 7 117 5
"LOC111122413" 0 1 0 0 1 1 0 0 4 4 1 4 3 2 1 4 1 0 1 0 0 1 1 1
"LOC111122414" 1 0 0 0 0 0 0 2 1 2 0 0 1 0 0 0 0 0 0 0 1 0 2 0
"LOC111122415" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 5 1 0 2 0
"LOC111122416" 0 0 0 0 7 0 0 0 0 1 2 0 0 1 1 0 0 0 1 1 0 0 0 0
"LOC111122417" 2 7 1 0 4 0 2 2 3 1 3 0 3 0 0 3 2 5 2 0 3 2 6 4
"LOC111122418" 10 5 1 6 2 2 5 7 3 0 7 3 3 3 1 4 5 6 4 6 3 7 8 2
"LOC111122419" 2 2 2 0 1 0 0 0 1 0 0 0 0 2 0 2 1 1 0 2 1 0 0 2
"LOC111122420" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111122421" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111122422" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122423" 12 17 47 20 75 25 16 32 47 15 39 29 19 29 41 35 38 62 24 19 36 47 25 30
"LOC111122424" 0 0 0 3 0 2 0 0 0 1 1 0 1 0 0 2 1 0 0 0 0 0 3 1
"LOC111122425" 1 0 2 3 3 3 0 0 0 0 0 0 4 0 2 0 1 0 0 0 0 0 0 1
"LOC111122426" 3 4 2 8 6 7 9 6 6 7 5 2 1 3 2 3 12 13 3 2 12 5 8 11
"LOC111122427" 0 2 0 0 1 1 2 0 2 1 3 1 0 1 0 2 0 3 1 0 1 1 2 3
"LOC111122428" 1 1 2 1 6 1 1 5 1 1 2 2 5 4 4 0 1 3 2 1 1 0 0 5
"LOC111122429" 1 8 5 4 4 2 4 2 1 4 3 1 27 1 1 2 1 2 0 1 3 19 1 8
"LOC111122430" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"LOC111122431" 3 2 0 3 4 3 2 1 3 3 2 0 0 2 1 3 3 6 4 3 5 3 3 2
"LOC111122432" 3 3 1 0 0 0 0 1 0 0 3 4 0 3 1 0 0 2 0 0 1 1 1 1
"LOC111122433" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122434" 1 1 2 0 0 4 2 5 0 0 2 0 0 0 3 1 0 0 0 3 0 0 0 1
"LOC111122435" 0 0 1 0 0 1 20 2 7 4 0 0 1 4 4 0 6 13 2 2 12 5 0 1
"LOC111122436" 6 9 4 2 7 7 10 2 11 3 7 4 5 3 3 5 3 11 4 2 2 6 2 11
"LOC111122437" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122438" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122439" 1 3 0 0 1 5 4 1 3 0 0 3 2 1 2 0 1 1 0 0 4 0 0 0
"LOC111122440" 1 0 3 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
"LOC111122441" 17 4 34 32 26 30 20 5 28 2 19 29 13 10 42 31 6 27 19 10 58 26 10 12
"LOC111122442" 1 1 0 0 5 1 2 2 1 2 2 0 1 1 2 1 0 2 2 2 0 2 1 3
"LOC111122443" 0 1 4 3 4 3 6 4 0 7 2 3 25 0 5 3 1 1 11 1 12 4 7 4
"LOC111122444" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122445" 58 40 78 46 54 42 48 52 54 47 56 44 48 48 38 36 43 71 50 62 48 71 55 27
"LOC111122446" 0 0 1 1 0 0 0 0 0 3 0 0 1 0 0 1 0 1 1 0 1 0 2 1
"LOC111122447" 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 3
"LOC111122448" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122449" 1 3 0 1 0 0 0 0 0 1 2 1 0 0 0 2 0 2 3 0 17 0 0 0
"LOC111122450" 0 2 0 0 0 0 0 0 1 1 0 0 0 4 0 0 0 0 0 1 0 0 0 3
"LOC111122451" 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0
"LOC111122452" 0 3 0 0 0 0 3 3 0 1 4 2 1 1 8 1 0 4 0 0 0 0 0 0
"LOC111122453" 3 5 1 6 16 2 2 8 17 9 2 5 6 4 6 1 2 10 2 1 3 11 8 22
"LOC111122454" 0 0 0 1 0 0 1 1 1 1 2 2 0 3 5 0 6 1 3 0 1 0 1 0
"LOC111122455" 0 2 7 5 6 5 4 4 66 5 3 9 0 3 0 3 4 4 2 11 0 1 0 0
"LOC111122456" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122457" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122458" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122471" 8 0 2 0 0 0 0 0 1 1 0 0 2 0 0 0 0 1 1 0 1 0 0 0
"LOC111122487" 1 0 0 1 3 1 3 2 1 0 1 2 3 4 0 1 4 0 1 1 2 0 0 2
"LOC111122490" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122491" 2 3 9 0 4 2 3 2 0 1 3 0 0 4 1 1 1 0 0 1 0 4 3 2
"LOC111122492" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111122493" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1
"LOC111122494" 30 48 36 51 53 44 26 31 29 31 32 30 27 36 42 30 29 48 21 34 38 27 89 21
"LOC111122495" 17 20 28 18 27 36 13 23 33 18 25 32 22 28 26 26 20 28 24 21 25 24 11 19
"LOC111122496" 0 1 0 0 0 2 0 0 0 2 2 2 0 0 1 0 5 0 0 0 4 0 0 1
"LOC111122497" 3 5 5 2 9 7 5 4 5 6 1 5 8 5 1 5 1 3 5 3 3 16 2 4
"LOC111122498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122499" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122500" 21 89 51 32 48 102 45 49 57 43 64 65 18 21 26 26 31 165 73 36 12 39 52 24
"LOC111122501" 63 44 26 28 53 31 162 43 36 56 43 29 50 49 39 56 23 39 25 43 22 39 36 24
"LOC111122502" 10 9 4 3 11 4 7 2 12 7 13 8 6 4 9 6 4 4 7 4 5 8 4 9
"LOC111122503" 1 1 3 3 6 6 0 3 0 5 1 4 4 1 1 0 1 10 1 6 2 4 3 1
"LOC111122504" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122505" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122506" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122507" 3 1 0 1 5 1 0 0 0 0 1 0 1 0 0 4 0 2 1 0 0 0 1 1
"LOC111122508" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122509" 0 2 2 68 3 2 3 2 0 3 3 0 0 1 2 1 21 2 1 0 2 1 1 0
"LOC111122510" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122511" 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111122512" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122513" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122514" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122515" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122516" 2 1 2 0 1 1 1 2 1 0 2 1 1 3 4 0 0 1 0 0 1 4 0 4
"LOC111122517" 11 36 18 66 18 12 14 28 24 15 25 8 16 16 23 64 9 37 30 14 27 47 52 21
"LOC111122518" 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0
"LOC111122519" 14 8 12 22 8 5 16 14 12 8 8 4 10 21 9 12 4 4 12 1 3 8 3 7
"LOC111122520" 0 0 1 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"LOC111122521" 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 3
"LOC111122522" 0 0 0 1 0 0 2 0 0 0 0 0 1 3 0 0 0 1 0 0 1 0 0 0
"LOC111122523" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122524" 0 0 3 0 2 0 0 0 0 0 1 1 0 0 1 0 3 1 0 0 1 0 2 1
"LOC111122525" 0 2 0 1 1 0 5 1 0 2 1 1 0 1 0 2 0 1 1 0 0 0 3 2
"LOC111122526" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
"LOC111122527" 7 6 2 2 1 0 1 15 5 2 3 2 13 5 3 4 11 7 4 2 2 3 3 7
"LOC111122528" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122529" 4 4 3 4 2 3 3 0 5 2 4 6 6 8 2 2 4 4 6 4 4 1 4 4
"LOC111122530" 0 0 3 3 0 11 0 0 4 0 12 0 2 0 0 0 0 0 4 1 1 0 0 1
"LOC111122531" 1 2 1 2 3 1 1 1 0 0 2 2 0 1 3 1 0 0 0 0 0 0 1 1
"LOC111122532" 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0
"LOC111122533" 0 0 0 0 0 0 4 1 0 0 1 0 0 0 0 3 0 0 1 0 1 0 5 0
"LOC111122534" 2 3 1 3 1 3 0 1 3 3 0 0 1 3 1 1 2 0 3 0 2 2 1 0
"LOC111122535" 3 2 2 12 11 2 2 8 14 6 4 2 20 2 2 2 10 9 10 6 4 3 1 10
"LOC111122536" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122537" 5 6 1 0 1 1 1 0 4 3 2 2 0 1 1 0 7 3 1 4 3 0 6 2
"LOC111122538" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122539" 461 193 175 145 119 262 172 847 202 228 136 96 146 173 193 249 186 202 191 243 246 180 161 245
