"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111122027" 68 67 62 59 65 56 47 46 64 69 47 51 74 40 38 38 66 50 58 40 42 62 52 51
"LOC111122028" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0
"LOC111122029" 1 0 5 2 0 13 2 0 1 1 1 2 2 0 8 0 1 1 2 0 0 0 0 7
"LOC111122030" 2 0 1 1 3 0 1 1 3 0 5 4 3 2 2 1 1 3 2 3 2 5 1 0
"LOC111122031" 0 0 4 0 1 1 1 3 0 0 0 1 1 0 1 12 0 2 0 1 1 1 0 0
"LOC111122032" 0 0 1 1 0 1 1 0 0 1 4 0 0 0 0 3 3 0 0 0 0 0 0 0
"LOC111122033" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"LOC111122034" 0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 2 1 1 1 0
"LOC111122035" 28 7 12 19 39 21 14 26 8 9 50 19 1 16 11 4 5 10 20 9 16 8 33 14
"LOC111122036" 7 5 6 14 10 1 2 1 5 7 3 6 3 11 1 5 2 8 8 4 11 1 5 13
"LOC111122037" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122038" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111122039" 0 0 0 0 0 1 1 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"LOC111122040" 1 0 0 3 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 2
"LOC111122041" 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 57 0 31 0 0
"LOC111122042" 1 2 0 1 4 3 1 0 2 3 3 4 1 2 1 3 0 2 2 1 1 3 0 2
"LOC111122043" 3 3 1 7 1 0 2 1 2 4 0 4 1 2 1 5 0 1 2 1 0 2 2 1
"LOC111122044" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 8 1 0
"LOC111122045" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
"LOC111122046" 15 15 34 15 8 22 25 27 9 12 12 23 17 11 15 25 18 21 13 37 14 15 13 28
"LOC111122047" 0 2 0 0 1 1 3 0 0 0 5 1 0 2 0 1 0 5 1 1 1 2 0 0
"LOC111122048" 0 0 0 0 0 0 0 1 0 2 0 2 1 1 0 1 0 0 0 1 0 0 0 0
"LOC111122049" 1 0 2 3 0 0 1 0 3 1 1 2 0 1 0 0 0 0 0 2 0 2 1 1
"LOC111122050" 0 12 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111122051" 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122052" 11 9 6 4 12 8 5 7 4 4 8 12 5 15 2 5 3 11 4 16 2 5 7 4
"LOC111122053" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 1 0 0 2 0 0 0 0
"LOC111122054" 1 3 2 4 1 0 0 2 2 6 0 1 3 0 2 5 3 1 1 0 1 3 1 1
"LOC111122055" 6 9 5 2 9 6 1 7 7 7 7 5 5 4 6 5 8 8 6 8 6 6 7 4
"LOC111122056" 1 0 2 9 3 6 0 2 0 7 1 1 1 2 1 0 1 3 1 7 1 10 4 4
"LOC111122057" 0 5 2 1 3 1 1 1 3 0 4 0 0 2 1 0 5 2 4 4 0 5 2 4
"LOC111122058" 13 2 3 3 11 1 55 18 2 0 5 3 0 1 3 8 4 25 10 1 0 26 0 3
"LOC111122059" 2 1 1 2 2 1 1 3 1 4 1 0 4 2 1 1 1 3 1 0 1 3 2 2
"LOC111122060" 0 3 1 1 0 2 1 0 0 0 2 1 1 0 2 0 0 4 0 2 2 4 1 2
"LOC111122061" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122062" 4 2 0 0 0 0 3 0 0 0 2 0 0 0 0 0 1 0 8 0 0 0 0 2
"LOC111122063" 0 3 0 3 1 0 0 0 2 0 1 1 2 0 1 4 1 0 2 4 0 0 1 0
"LOC111122064" 1 0 2 2 4 4 2 1 3 3 1 0 3 4 2 3 2 4 10 3 0 2 1 6
"LOC111122065" 6 2 1 3 4 0 3 2 1 5 5 1 4 2 0 4 0 8 3 1 0 6 3 4
"LOC111122066" 13 38 22 13 22 33 18 20 38 14 33 14 19 21 18 27 15 25 21 19 18 21 26 24
"LOC111122067" 7 1 0 2 14 0 4 4 2 4 1 4 2 1 2 1 0 2 5 1 0 2 0 0
"LOC111122068" 2 2 0 0 0 4 0 1 2 3 0 2 2 1 0 0 0 3 1 1 0 2 2 2
"LOC111122069" 0 0 0 0 0 0 1 0 3 0 0 0 4 4 0 0 0 2 0 0 0 1 1 0
"LOC111122070" 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"LOC111122071" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122072" 8 11 15 4 8 8 5 150 9 6 11 7 13 3 10 6 8 16 4 9 5 12 24 8
"LOC111122073" 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"LOC111122074" 1 3 1 5 9 1 1 2 13 1 0 1 0 3 3 2 0 0 2 3 5 1 3 0
"LOC111122075" 0 0 0 10 0 5 0 6 11 6 0 0 5 7 5 0 0 0 0 7 0 1 3 1
"LOC111122076" 0 7 1 3 7 3 9 1 3 1 5 6 2 0 2 0 5 2 4 13 1 5 2 2
"LOC111122077" 3 5 8 6 5 5 7 15 8 5 5 6 3 9 7 8 11 8 11 7 15 3 8 9
"LOC111122078" 5 1 4 9 3 3 1 5 1 4 4 2 0 0 5 0 2 2 2 0 4 1 6 2
"LOC111122079" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122080" 0 2 1 1 2 1 2 0 1 0 0 0 0 0 0 0 0 1 0 2 0 3 0 0
"LOC111122081" 3 0 0 1 2 0 0 2 0 1 0 1 0 0 2 1 1 0 0 0 1 0 0 0
"LOC111122082" 0 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 1 1 0 0 0 0 0 0
"LOC111122083" 0 5 1 1 2 0 0 1 0 2 0 2 1 1 3 1 0 0 0 6 9 0 0 0
"LOC111122084" 2 3 1 0 3 1 0 0 5 0 0 0 1 2 0 4 1 3 1 2 1 4 5 2
"LOC111122085" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122086" 0 0 0 7 0 0 0 1 2 0 0 0 0 0 0 3 0 0 4 0 0 0 0 0
"LOC111122087" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122088" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122089" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122090" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122091" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111122092" 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122093" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122094" 0 0 1 0 1 1 0 1 0 0 1 0 1 2 0 1 1 3 0 2 0 0 0 0
"LOC111122095" 7 7 7 3 12 6 1 2 3 2 7 1 6 6 4 6 8 4 3 1 4 6 4 9
"LOC111122096" 0 1 1 0 1 1 6 2 0 29 3 1 5 0 6 2 2 1 43 3 3 1 2 0
"LOC111122097" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"LOC111122098" 3 5 3 0 1 1 3 2 2 2 2 2 1 4 3 0 0 1 0 2 0 0 1 3
"LOC111122099" 4 4 1 3 0 0 0 2 0 2 3 1 0 2 1 0 0 3 0 0 4 4 2 0
"LOC111122100" 1 3 1 6 4 0 0 4 3 0 5 5 1 4 2 1 2 6 0 1 2 6 6 3
"LOC111122101" 2 0 2 0 2 0 0 1 0 2 2 0 1 0 0 0 0 3 0 0 0 1 0 1
"LOC111122102" 7 14 10 5 11 12 3 4 10 11 10 12 15 11 15 6 9 15 8 6 7 4 5 20
"LOC111122103" 0 1 2 1 0 1 0 1 1 1 1 0 0 0 2 2 0 2 0 1 0 1 0 1
"LOC111122104" 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122105" 0 0 0 0 3 4 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"LOC111122106" 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1
"LOC111122107" 1 1 1 4 2 2 2 3 3 0 2 0 1 3 2 2 1 8 3 2 1 5 4 4
"LOC111122108" 22 17 20 12 35 20 16 30 15 31 9 15 22 21 22 18 18 25 20 15 15 21 13 19
"LOC111122109" 2 9 3 10 2 4 6 0 6 4 1 10 14 4 3 5 6 14 3 3 11 3 0 6
"LOC111122110" 178 57 40 82 78 140 54 68 82 62 29 61 75 144 30 123 77 127 29 99 25 152 18 178
"LOC111122111" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122112" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111122113" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122114" 0 4 0 5 0 14 6 0 3 7 3 2 2 1 0 1 4 1 3 0 2 2 2 3
"LOC111122115" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122116" 0 2 1 2 1 1 2 1 1 0 0 1 1 1 0 1 0 0 2 0 0 0 1 3
"LOC111122117" 0 0 0 0 1 0 0 0 0 2 1 0 1 0 0 0 0 0 1 0 0 0 0 1
"LOC111122118" 2 1 1 0 16 2 1 1 3 8 2 1 17 12 22 0 2 2 5 1 2 1 15 0
"LOC111122119" 0 0 0 1 1 2 1 0 0 1 2 0 0 1 0 1 0 2 0 0 1 0 0 0
"LOC111122120" 8 10 16 13 13 13 12 4 15 14 12 15 16 14 3 5 4 17 3 10 11 16 7 4
"LOC111122121" 1 2 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 2 0 0
"LOC111122122" 2 0 2 0 1 0 4 0 0 5 2 1 1 0 0 0 0 1 0 0 1 0 1 1
"LOC111122123" 17 37 33 36 19 13 15 21 22 31 23 26 15 27 18 18 10 20 21 27 18 25 19 35
"LOC111122124" 4 2 5 3 2 9 3 0 2 3 3 7 6 3 2 6 4 1 4 2 2 7 3 3
"LOC111122125" 0 0 0 0 0 2 0 0 0 0 1 1 0 1 0 0 2 0 0 0 0 1 0 0
"LOC111122126" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
"LOC111122127" 1 1 0 2 3 2 2 1 3 1 3 0 1 3 0 3 0 5 0 2 1 4 1 2
"LOC111122128" 4 4 1 5 4 4 5 1 1 2 4 3 9 5 0 1 4 3 0 1 4 5 0 9
"LOC111122129" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122130" 2 5 1 8 2 3 0 0 6 3 5 2 6 6 0 3 2 11 1 0 1 3 0 3
"LOC111122131" 0 0 0 3 0 0 1 3 0 1 0 0 0 0 0 7 0 0 0 0 0 0 0 1
"LOC111122132" 0 0 0 0 2 1 2 0 3 0 0 0 0 1 0 1 0 4 0 1 0 1 1 1
"LOC111122133" 9 3 19 9 19 10 8 13 29 1 16 6 5 22 6 10 1 39 10 2 4 15 12 7
"LOC111122134" 11 16 3 17 13 10 5 13 7 7 5 3 8 9 2 0 6 10 9 1 7 14 9 20
"LOC111122135" 1 2 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0
"LOC111122136" 0 0 0 0 0 0 2 1 0 1 0 0 0 6 0 0 0 1 0 1 1 0 0 0
"LOC111122137" 0 4 0 1 0 1 0 0 0 0 1 1 0 0 2 2 0 0 1 1 0 0 1 4
"LOC111122138" 19 1 1 3 15 3 0 0 10 16 3 9 4 85 0 12 3 11 1 1 8 6 1 26
"LOC111122139" 1 1 1 2 3 2 4 3 6 1 2 2 1 2 0 3 1 4 0 1 3 3 4 8
"LOC111122140" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"LOC111122141" 1 0 1 3 2 1 0 3 5 1 1 1 0 0 0 1 0 36 1 1 1 1 0 2
"LOC111122142" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111122143" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122144" 0 1 0 4 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
"LOC111122145" 9 15 22 32 32 14 13 22 32 27 17 17 32 13 19 19 17 31 16 14 31 21 12 31
"LOC111122146" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122147" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122148" 5 2 2 5 1 0 1 0 2 0 1 4 2 10 0 3 2 3 2 4 3 4 1 2
"LOC111122149" 1 0 0 6 0 0 0 0 0 1 0 0 3 0 0 0 2 4 0 1 2 2 0 3
"LOC111122150" 1 0 0 2 2 0 0 2 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0
"LOC111122151" 1 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"LOC111122152" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0
"LOC111122153" 0 0 1 0 1 0 0 0 2 0 3 0 0 1 1 0 1 3 0 1 0 0 1 4
"LOC111122154" 1 1 4 2 0 1 4 3 1 8 0 7 1 0 5 3 1 1 0 4 2 1 0 5
"LOC111122155" 0 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 1 3 0
"LOC111122156" 0 0 1 3 2 0 0 0 0 17 0 2 1 33 0 2 1 0 0 0 0 0 3 1
"LOC111122157" 5 1 0 1 2 3 1 0 1 0 1 1 0 5 0 4 0 0 0 0 1 2 0 1
"LOC111122158" 9 11 14 7 13 12 7 6 5 3 13 13 7 21 7 10 5 12 8 10 9 12 8 19
"LOC111122159" 6 15 13 7 21 13 4 21 15 6 14 12 5 29 3 14 7 15 5 2 4 11 10 19
"LOC111122160" 1 1 0 2 0 0 1 1 3 0 0 2 1 0 2 0 2 2 1 1 0 3 1 3
"LOC111122161" 0 0 2 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1
"LOC111122162" 83 103 112 77 147 113 68 120 94 73 77 92 144 62 72 92 75 118 75 65 78 86 98 97
"LOC111122163" 2 1 3 3 2 1 0 3 2 0 1 2 1 4 4 2 0 1 4 3 1 2 3 2
"LOC111122164" 4 5 7 3 8 14 7 2 6 8 9 4 5 6 3 3 10 4 7 5 3 10 8 8
"LOC111122165" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122166" 3 8 10 2 9 0 4 4 5 7 1 0 3 1 0 3 5 10 3 4 1 4 1 8
"LOC111122167" 1 0 1 2 0 0 2 1 0 0 1 0 0 0 0 0 2 2 0 0 2 0 0 0
"LOC111122168" 10 1 0 1 6 1 4 2 5 5 4 1 4 3 3 2 3 2 10 5 2 3 4 0
"LOC111122169" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
"LOC111122170" 4 3 7 1 4 5 0 4 1 2 45 4 3 3 1 3 3 4 36 1 2 4 1 1
"LOC111122171" 1 3 5 10 6 4 1 0 15 3 7 6 5 6 4 5 7 14 0 4 5 1 11 5
"LOC111122172" 12 15 14 12 29 18 9 14 16 21 16 12 11 10 14 14 10 22 21 13 15 12 28 32
"LOC111122173" 0 3 1 9 3 3 1 4 13 16 6 2 3 6 1 4 3 1 10 1 3 10 9 1
"LOC111122174" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0
"LOC111122175" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
"LOC111122176" 7 11 6 11 11 4 16 4 13 8 7 4 10 13 4 11 6 9 14 8 5 14 8 19
"LOC111122177" 8 6 2 5 2 3 2 8 1 5 4 3 5 1 2 9 7 7 0 4 5 3 17 5
"LOC111122178" 9 11 5 7 6 8 6 5 9 4 9 7 9 13 5 11 8 9 6 6 2 10 2 4
"LOC111122179" 2 3 2 4 4 5 1 9 3 2 1 6 6 0 0 4 8 25 12 8 2 2 1 6
"LOC111122180" 0 2 0 0 2 0 0 1 1 0 0 0 3 0 3 4 0 0 0 0 0 4 1 1
"LOC111122181" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"LOC111122182" 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"LOC111122183" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"LOC111122184" 1 2 0 1 0 2 10 0 1 0 1 1 1 1 0 0 0 0 0 0 0 1 2 1
"LOC111122185" 0 2 0 1 1 0 6 0 2 1 18 2 0 4 0 0 1 0 1 1 1 1 0 1
"LOC111122186" 1 0 1 0 1 1 0 0 1 0 0 1 2 2 0 0 1 3 0 0 0 0 0 0
"LOC111122187" 0 0 0 0 0 3 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 3 1 1
"LOC111122188" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111122189" 0 3 0 0 2 2 106 2 0 3 1 74 0 2 2 2 3 6 1 0 6 2 5 3
"LOC111122190" 2 3 5 5 4 0 2 2 3 2 1 0 2 3 1 4 1 6 4 2 1 0 1 2
"LOC111122191" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122192" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122193" 2 1 0 0 15 3 0 1 0 0 2 4 1 6 4 0 7 2 3 2 1 1 1 7
"LOC111122194" 1 0 0 1 0 0 0 0 2 1 1 0 1 3 3 1 1 2 2 4 2 1 2 2
"LOC111122195" 0 3 0 1 3 2 1 0 1 0 1 0 0 1 0 1 0 2 0 0 0 1 1 0
"LOC111122196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122197" 0 0 57 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 1 1 0 0 1 0
"LOC111122198" 1 0 5 5 1 3 0 2 1 2 0 0 0 0 0 0 0 2 0 0 1 0 0 1
"LOC111122199" 1 1 0 1 0 1 1 0 1 0 0 1 0 3 0 0 0 1 3 1 6 0 0 1
"LOC111122200" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"LOC111122201" 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
"LOC111122202" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111122203" 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"LOC111122204" 0 1 0 1 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 1 1 0 2 1
"LOC111122205" 0 0 0 0 0 8 1 3 0 0 0 1 1 3 0 0 2 3 0 0 0 0 1 0
"LOC111122206" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"LOC111122207" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122208" 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 2
"LOC111122209" 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"LOC111122210" 12 3 6 1 13 5 3 5 7 6 7 3 12 12 5 7 5 13 4 6 3 5 8 15
"LOC111122211" 19 3 21 10 8 3 11 37 9 3 26 37 40 8 12 3 6 4 43 35 7 4 4 10
"LOC111122212" 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122213" 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 18 0 0 0 0 0
"LOC111122214" 0 0 0 1 2 1 0 1 0 0 0 1 1 4 0 1 3 1 0 0 0 1 1 0
"LOC111122215" 15 19 10 5 8 14 5 10 11 6 16 4 8 22 10 8 10 21 13 6 11 16 12 15
"LOC111122216" 0 0 1 0 0 0 0 3 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
"LOC111122217" 0 0 0 3 0 0 0 0 0 2 0 0 1 1 0 1 1 0 1 1 0 0 7 0
"LOC111122218" 0 4 2 3 0 3 0 1 4 1 0 4 0 0 2 2 4 0 0 0 0 0 0 0
"LOC111122219" 6 17 31 14 14 20 20 15 13 21 12 8 26 13 10 8 11 18 5 12 14 8 9 16
"LOC111122220" 5 5 10 5 7 10 10 7 2 11 6 9 12 11 4 7 3 10 6 3 7 8 7 16
"LOC111122221" 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122222" 5 5 16 9 13 8 14 11 18 6 2 2 18 13 0 3 3 2 5 4 1 1 13 0
"LOC111122223" 0 1 0 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0
"LOC111122224" 5 11 5 10 5 6 8 9 1 0 17 2 3 1 12 7 14 1 3 5 9 3 5 2
"LOC111122225" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122226" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122228" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0
"LOC111122229" 0 0 2 0 0 1 0 1 0 0 1 0 2 1 1 0 0 0 0 0 0 0 0 1
"LOC111122230" 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
"LOC111122231" 0 0 0 0 1 0 1 0 0 0 0 0 1 0 2 0 0 2 0 3 1 3 0 2
"LOC111122232" 0 0 0 7 0 0 1 5 1 0 0 0 2 2 1 1 0 3 1 0 0 6 1 0
"LOC111122233" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122234" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122235" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111122236" 4 8 7 2 1 5 1 2 5 8 6 6 2 3 3 7 2 5 3 1 1 8 2 3
"LOC111122237" 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0
"LOC111122238" 0 6 3 0 0 2 2 1 2 3 2 0 0 0 0 3 2 1 0 0 1 6 0 1
"LOC111122239" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122240" 0 8 0 0 1 0 5 1 0 1 0 8 0 0 2 22 4 0 4 1 3 2 5 0
"LOC111122241" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111122242" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122243" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122244" 11 6 6 1 0 13 8 2 0 3 5 5 6 1 2 5 0 8 3 0 3 10 1 4
"LOC111122245" 0 3 0 0 0 4 0 0 0 0 2 6 1 0 3 0 1 1 1 0 0 0 0 0
"LOC111122246" 9 0 0 3 2 0 0 0 0 0 0 0 0 3 0 1 0 1 1 0 0 2 2 1
"LOC111122247" 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122248" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122249" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"LOC111122250" 1 2 0 9 4 1 3 3 1 0 0 0 0 2 0 0 1 1 1 3 1 0 6 2
"LOC111122251" 0 0 1 0 0 0 1 0 0 0 1 1 2 1 2 3 1 2 3 0 0 0 3 2
"LOC111122252" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122253" 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"LOC111122254" 0 0 0 2 1 0 1 2 0 1 0 1 1 1 0 0 2 1 0 0 0 0 3 2
"LOC111122255" 1 0 0 1 0 2 2 0 1 2 1 0 0 1 1 3 0 3 5 2 0 2 4 0
"LOC111122256" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122257" 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
"LOC111122258" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111122259" 1 0 3 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 1 0 0 1
"LOC111122260" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122261" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122262" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0
"LOC111122263" 144 17 0 38 38 14 61 81 17 49 22 14 1 39 0 25 50 28 51 24 47 24 55 32
"LOC111122264" 9 7 8 1 16 8 7 8 7 8 9 9 15 12 7 4 5 6 5 3 3 12 10 21
"LOC111122265" 10 9 14 11 8 21 58 9 40 29 38 5 16 3 35 12 51 21 11 13 28 16 30 11
"LOC111122266" 0 0 1 0 0 10 0 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0
"LOC111122267" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111122268" 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
